,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,symbol,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap
35,BRL,CARTESIA FIICI,Supernova Fundo De Investimento Imobiliario - Recebiveis Imobiliarios,0.7999954,0.7533623,2023-07-28T20:00:00.000Z,106.99,106.99,105.95 - 106.99,105.95,6768.0,106.19,106.2,1.0400009,0.00981596,105.95 - 106.99,0.0,0.0,105.95,106.99,CACR11,,,https://s3-symbol-logo.tradingview.com/cartesia-fiici--big.svg,,,,,,
36,BRL,FII C BRANCOCI,Castello Branco Off Park Fund In Im,0.0099983215,0.0278971,2023-07-28T19:41:53.000Z,35.85,36.18,35.49 - 36.18,35.49,370.0,35.84,35.99,1.3099976,0.03792697,34.54 - 62.34,-26.490002,-0.42492783,34.54,62.34,CBOP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,43.5899,-7.7399025,-0.17756183,243.0,239.0,50727748.0
37,BRL,FII BLUE AAACI,Bluemacaw Catuai Triple A Fundo De Investimento Imobiliario,0.0,0.0,2023-07-26T19:52:39.000Z,132.0,132.0,132.0 - 132.0,132.0,0.0,132.0,0.0,47.0,0.5529412,85.0 - 138.74,-6.7400055,-0.048580114,85.0,138.74,BLCA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,108.2235,23.776497,0.21969809,457.0,4.0,211200000.0
38,BRL,FII CF2     CI,Cf2 Real Estate Investment Fund,0.0,0.0,2023-07-10T16:50:21.000Z,935.66,935.66,935.66 - 935.66,935.66,0.0,935.66,0.0,0.0,0.0,935.66 - 935.66,0.0,0.0,935.66,935.66,CFHI11,,,https://brapi.dev/favicon.svg,935.66,0.0,0.0,700.0,700.0,
39,BRL,FII CJCTOWERCI,Cidade Jardim Continental Tower Fundo De Investimento Imobiliario,-0.98999786,-1.5114472,2023-07-28T19:53:56.000Z,64.51,65.5,64.5 - 65.5,64.5,1170.0,65.5,65.49,4.510002,0.0751667,60.0 - 90.04,-25.529999,-0.28354064,60.0,90.04,CJCT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.4612,-5.951195,-0.084460594,350.0,524.0,
40,BRL,FII COPP    CI,Corporate Office Properties Fii Fundo De Investimento Imobiliario,0.0,0.0,2023-07-20T18:48:00.000Z,100.0,100.0,100.0 - 100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0 - 100.0,0.0,0.0,100.0,100.0,COPP11,,,https://brapi.dev/favicon.svg,100.0,0.0,0.0,7062.0,5300.0,158308992.0
41,BRL,FII CSHG FOFCI,CSHG Imobiliario Fof - Fundo De Investimento Imobiliario - Fii,0.91999817,1.062599,2023-07-28T20:05:00.000Z,87.5,88.15,86.74 - 88.15,86.74,7647.0,86.58,87.1,20.5,0.30597016,67.0 - 89.64,-2.1399994,-0.023873264,67.0,89.64,HGFF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,75.4007,12.099297,0.16046663,14476.0,9943.0,
42,BRL,FII CSHG LOGCI,Cshg Logistica - Fundo De Investimento Imobiliario,0.040008545,0.024447631,2023-07-28T20:05:00.000Z,163.69,164.31,163.35 - 164.31,163.35,68437.0,163.65,164.0,5.6900024,0.036012672,158.0 - 174.0,-10.309998,-0.05925286,158.0,174.0,HGLG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,162.18501,1.5049896,0.009279462,55905.0,70307.0,3888439552.0
43,BRL,FII CSHGPRIMCI,Cshg Jhsf Prime Offices Fundo De Investimento Imobiliario,3.619995,1.2723613,2023-07-28T19:53:40.000Z,288.13,289.36,280.56 - 289.36,280.56,1552.0,284.51,284.42,52.050003,0.22047612,236.08 - 289.98,-1.8500061,-0.006379771,236.08,289.98,HGPO11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,257.3259,30.804108,0.11970854,2750.0,1617.0,
44,BRL,FII HG REAL CI,CSHG Real Estate - Fundo de Investimento Imobiliario - FII,0.66000366,0.46640074,2023-07-28T20:05:00.000Z,142.17,142.5,141.03 - 142.5,141.03,15094.0,141.51,141.6,35.17,0.32869157,107.0 - 144.5,-2.3300018,-0.01612458,107.0,144.5,HGRE11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,123.58465,18.58535,0.15038559,19303.0,16800.0,1680136576.0
45,BRL,FII CSHG CRICI,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,0.19000244,0.17825542,2023-07-28T20:05:00.000Z,106.78,107.2,106.59 - 107.2,106.59,32450.0,106.59,106.59,8.580002,0.08737273,98.2 - 107.3,-0.5200043,-0.004846265,98.2,107.3,HGCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,102.4067,4.3732986,0.0427052,38334.0,35395.0,1646344704.0
46,BRL,FII CSHG URBCI,CSHG Renda Urbana Fundo Investimento Imobilirio - FII,0.5,0.37878788,2023-07-28T20:07:59.000Z,132.5,132.5,131.3 - 132.5,131.3,25556.0,132.0,132.0,20.699997,0.18515202,111.8 - 133.82,-1.3200073,-0.009864051,111.8,133.82,HGRU11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,121.29405,11.205948,0.092386626,29980.0,32199.0,2438861312.0
47,BRL,FII CYRELA  CI,Cyrela Credito - Fundo De Investimento Imobiliario,0.03999996,0.43907753,2023-07-28T20:05:00.000Z,9.15,9.17,9.1 - 9.17,9.1,54035.0,9.11,9.14,1.3399997,0.17157486,7.81 - 9.748,-0.5980005,-0.06134597,7.81,9.748,CYCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.49074,0.6592598,0.077644564,39836.0,46269.0,
48,BRL,FII DEVA PROCI,Devant Properties Fundo De Investimento Imobiliario,0.0,0.0,2023-07-24T17:27:54.000Z,96.14,96.14,96.14 - 96.14,96.14,0.0,96.14,0.0,9.889999,0.11466666,86.25 - 103.6,-7.459999,-0.072007716,86.25,103.6,DPRO11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,97.02664,-0.88664246,-0.009138134,103.0,3.0,
49,BRL,FII DEVANT  CI,Devant Recebiveis Imobiliarios Fundo De Investimento Imobiliario,-1.3600006,-2.4164903,2023-07-28T20:06:00.000Z,54.92,56.28,54.55 - 56.28,54.55,61041.0,56.28,56.28,11.709999,0.27100205,43.21 - 99.8,-44.880005,-0.44969943,43.21,99.8,DEVA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.22705,-19.307053,-0.26010805,41903.0,37108.0,
50,BRL,FII ENERGY  CI,Energy Resort Fundo De Investimento Imobiliario,-0.00999999,-0.8547001,2023-07-28T20:05:00.000Z,1.16,1.2,1.1 - 1.2,1.1,15919.0,1.17,1.2,0.24999994,0.2747252,0.91 - 1.8,-0.64,-0.35555556,0.91,1.8,EGYR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1.2022,-0.04220009,-0.035102386,20831.0,9297.0,
51,BRL,FII EQI RECECI  ER,Eqi Recebiveis Imobiliarios Fundo De Investimento Imobiliario,0.029999733,0.34051907,2023-07-28T20:05:00.000Z,8.84,8.85,8.75 - 8.85,8.75,5706.0,8.81,8.83,0.6800003,0.08333337,8.16 - 10.99,-2.1499996,-0.19563237,8.16,10.99,EQIR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,9.14665,-0.30665016,-0.03352595,11330.0,16095.0,
52,BRL,FII ESTOQ RJCI  ERA,Estoque Residencial E Comercial Rio De Janeiro Fundo De Investimento Imobiliario,3008.6016,4.1218576,2022-04-29T00:30:53.000Z,76000.0,76000.0,76000.0 - 76000.0,76000.0,0.0,72991.4,0.0,0.0,0.0,76000.0 - 76000.0,0.0,0.0,76000.0,76000.0,ERCR11,,,https://brapi.dev/favicon.svg,,,,,,
53,BRL,FII EUROPA  CI,Europa 105 Fundo Investimento Imobiliario,0.0,0.0,2023-07-18T17:55:24.000Z,119.0,119.0,119.0 - 119.0,119.0,0.0,119.0,0.0,9.0,0.08181818,110.0 - 140.0,-21.0,-0.15,110.0,140.0,ERPA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,123.02061,-4.020607,-0.032682385,812.0,662.0,
54,BRL,FII EVEN II CI,Even II Kinea Fundo De Investimento Imobiliario,0.0,0.0,2023-07-24T19:53:13.000Z,1030.0,1030.0,1030.0 - 1030.0,1030.0,0.0,1030.0,0.0,75.98999,0.07965324,954.01 - 1089.99,-59.98999,-0.055037193,954.01,1089.99,KEVE11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1011.6977,18.302307,0.018090688,96.0,103.0,
55,BRL,FII EXES    CI,Exes Fundo De Investimento Imobiliario,0.9300003,1.0681065,2023-06-19T16:01:53.000Z,88.0,88.0,88.0 - 88.0,88.0,0.0,87.07,0.0,0.0,0.0,88.0 - 103.73,-15.730003,-0.15164372,88.0,103.73,EXES11,,,https://brapi.dev/favicon.svg,99.5885,-11.588501,-0.116363846,675.0,0.0,
56,BRL,FII FL RECEBCI,Faria Lima Capital Recebiveis Imobiliarios I FII,0.0,0.0,2023-07-28T20:00:00.000Z,93.49,93.5,93.4 - 93.5,93.4,335.0,93.49,93.49,2.959999,0.032696333,90.53 - 99.92,-6.4300003,-0.064351484,90.53,99.92,FLCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,94.2273,-0.7373047,-0.007824746,1443.0,1087.0,
57,BRL,FII FATOR VECI,Fator Veritá Fundo de Investimento Imobiliário - FII,0.5,0.54704595,2023-07-28T20:05:00.000Z,91.9,91.9,91.44 - 91.9,91.44,19266.0,91.4,91.9,10.870003,0.13414788,81.03 - 97.74,-5.8399963,-0.059750322,81.03,97.74,VRTA11,,,https://s3-symbol-logo.tradingview.com/fii-fator-veci-er--big.svg,88.5826,3.317398,0.03744977,22192.0,20894.0,1432941568.0
58,BRL,FII MAUA HY CI  ER,Fundo De Investimento Imobiliario Maua Capital High Yield - FII,-0.48999786,-0.443437,2023-07-28T19:53:40.000Z,110.01,110.47,110.01 - 110.47,110.01,131.0,110.5,110.26,7.7400055,0.075682074,102.27 - 119.99,-9.979996,-0.083173566,102.27,119.99,MCHY11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,108.8334,1.1766052,0.010811068,2423.0,204.0,
59,BRL,FII MAUA MPDCI,Fundo De Investimento Imobiliario Maua Capital MPD Desenvolvimento Residencial,0.0,0.0,2023-06-26T17:13:52.000Z,0.0,0.0,0.0 - 0.0,0.0,0.0,0.0,0.0,0.0,,0.0 - 110.61,-110.61,-1.0,0.0,110.61,MMPD11,,,https://brapi.dev/favicon.svg,110.61,-110.61,-1.0,6.0,0.0,0.0
60,BRL,FII BREI    CI  ER,Fundo De Investimento Imobiliario De Cri Integral Brei,1.2800064,1.6619143,2023-07-28T19:44:21.000Z,78.3,78.3,77.2 - 78.3,77.2,1276.0,77.02,77.2,10.800003,0.16000004,67.5 - 93.99,-15.689995,-0.1669326,67.5,93.99,IBCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,79.95595,-1.6559448,-0.020710714,1421.0,2244.0,
61,BRL,FII UNID II CI,Fundo De Investimento Imobiliario De Unidades Autonomas II,-1.3999996,-6.1135354,2023-07-28T20:05:00.000Z,21.5,23.0,21.0 - 23.0,21.0,3.0,22.9,21.0,0.5,0.023809524,21.0 - 99.76,-78.26,-0.7844828,21.0,99.76,IDGR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.46395,-48.96395,-0.6948795,713.0,4484.0,18992218.0
62,BRL,FII MOGNO HGCI  ER,FII Mogno Cri High Grade,0.18999958,2.0879073,2023-07-28T19:53:36.000Z,9.29,9.3,9.16 - 9.3,9.16,19235.0,9.1,9.26,1.330656,0.16718163,7.959344 - 9.76366,-0.47366047,-0.048512593,7.959344,9.76366,MGCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.642933,0.64706707,0.07486661,30173.0,25247.0,13213167.0
63,BRL,FII GUARD MUCI  ER,Fundo De Investimento Imobiliario Guardian Multiestrategia Imobiliaria I,0.09999943,1.0940856,2023-07-28T20:05:00.000Z,9.24,9.25,9.11 - 9.25,9.11,10716.0,9.14,9.14,1.1199999,0.13793102,8.12 - 9.94,-0.6999998,-0.070422515,8.12,9.94,GAME11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.8534,0.38659954,0.043666787,24300.0,17630.0,
64,BRL,FII SDI LOG CI,SDI Logística Rio - Fundo de Investimento Imobiliário - FII,-0.8899994,-0.89097947,2023-07-28T20:05:00.000Z,99.0,99.91,98.96 - 99.91,98.96,8639.0,99.89,99.89,3.9300003,0.041337963,95.07 - 102.46,-3.459999,-0.03376927,95.07,102.46,TRBL11,,,https://brapi.dev/favicon.svg,98.9716,0.028396606,0.0002869167,13409.0,12854.0,
65,BRL,FII ANH EDUCCI,Fundo de Investimento Imobiliário - FII Anhanguera Educacional,0.38000488,0.21408726,2023-07-28T20:00:00.000Z,177.88,177.89,176.91 - 177.89,176.91,113.0,177.5,177.5,45.800003,0.34675956,132.08 - 179.73,-1.8499908,-0.010293167,132.08,179.73,FAED11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,149.3618,28.518204,0.19093372,1083.0,2141.0,114228848.0
66,BRL,FII BMBRC LCCI,Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa,0.76000214,0.7405263,2023-07-28T17:39:26.000Z,103.39,103.42,100.69 - 103.42,100.69,71.0,102.63,102.63,10.389999,0.11172042,93.0 - 116.53,-13.139999,-0.112760656,93.0,116.53,BMLC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,102.21615,1.173851,0.011484007,262.0,280.0,103225096.0
67,BRL,FII BRLPROP CI,Fundo De Investimento Imobiliario - Fii Brlprop,0.0,0.0,2023-07-11T13:09:14.000Z,109.15,109.15,109.15 - 109.15,109.15,0.0,109.15,0.0,19.150002,0.2127778,90.0 - 115.94,-6.790001,-0.058564782,90.0,115.94,BPRP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,96.82845,12.321548,0.12725133,5.0,0.0,
68,BRL,FII BC FUND CI,Fundo de Investimento Imobiliário - FII BTG Pactual Corporate Office Fund,0.4300003,0.6401672,2023-07-28T20:05:00.000Z,67.6,67.6,67.2 - 67.6,67.2,14712.0,67.17,67.3,17.3,0.34393638,50.3 - 71.2,-3.5999985,-0.05056178,50.3,71.2,BRCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,59.0297,8.570297,0.14518619,28062.0,21591.0,1800742272.0
69,BRL,FII BC FFII CI,Fundo De Investimento Imobiliário - FII BTG Pactual Fundo De Fundos,0.069999695,0.09728937,2023-07-28T20:06:00.000Z,72.02,72.35,71.79 - 72.35,71.79,28999.0,71.95,71.95,11.769997,0.19535264,60.25 - 73.94,-1.9200058,-0.025967078,60.25,73.94,BCFF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,66.61395,5.406044,0.08115483,33260.0,31362.0,428472896.0
70,BRL,FII CAMPUSFLCI  ER,Fundo De Investimento Imobiliario Campus Faria Lima - Inicio De Negociacao,-0.87999725,-0.7610458,2023-07-28T19:25:37.000Z,114.75,115.62,114.38 - 115.62,114.38,212.0,115.63,115.62,16.739998,0.17079887,98.01 - 134.45,-19.699997,-0.14652285,98.01,134.45,FCFL11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,110.83625,3.9137497,0.0353111,1897.0,2277.0,398642656.0
71,BRL,FII CENESP  CI,Fundo De Investimento Imobiliario Bm Cenesp - Fii - Inicio De Negociacao,-0.3899994,-1.3732373,2023-07-28T15:19:11.000Z,28.01,28.2,28.01 - 28.2,28.01,133.0,28.4,28.06,2.0100002,0.0773077,26.0 - 41.0,-12.99,-0.31682926,26.0,41.0,CNES11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,30.20545,-2.1954498,-0.0726839,163.0,163.0,
72,BRL,FII CEO CCP CI,Fundo de Investimento Imobiliário FII CEO Cyrela Fund,-0.060001373,-0.09499901,2023-07-28T19:45:12.000Z,63.1,63.95,62.7 - 63.95,62.7,580.0,63.16,63.5,12.5,0.24703558,50.6 - 69.02,-5.919998,-0.08577222,50.6,69.02,CEOC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,56.09615,7.003849,0.12485436,1412.0,779.0,114570664.0
73,BRL,FII GALERIA CI,Fundo de Investimento Imobiliario - FII Edificio Galeria,0.0,0.0,2023-07-28T19:50:50.000Z,21.0,21.1,21.0 - 21.1,21.0,214.0,21.0,21.0,4.1000004,0.24260359,16.9 - 23.65,-2.6499996,-0.11205073,16.9,23.65,EDGA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,19.2337,1.7663002,0.091833614,1726.0,1760.0,80053264.0
74,BRL,FII CRIANCA CI  ER,Fundo de Investimento Imobiliário - FII Hospital da Criança,-0.22000122,-0.077198826,2023-07-28T19:12:17.000Z,284.76,289.96,275.54 - 289.96,275.54,57.0,284.98,275.54,71.26001,0.33377054,213.5 - 289.96,-5.1999817,-0.017933445,213.5,289.96,HCRI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,235.9203,48.839706,0.20701782,159.0,109.0,
75,BRL,FII LOURDES CI,Hospital Nossa Senhora De Lourde Fund,-1.0899963,-0.599954,2023-07-28T19:35:01.000Z,180.59,182.68,180.12 - 182.68,180.12,317.0,181.68,181.7,33.789993,0.23017706,146.8 - 187.5,-6.9100037,-0.036853354,146.8,187.5,NSLU11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,167.9653,12.624695,0.075162515,955.0,484.0,
76,BRL,FII HOTEL MXCI,FD Invest Imob Hotel Maxinvest,-0.48000336,-0.3779554,2023-07-28T20:05:00.000Z,126.52,128.4,126.5 - 128.4,126.5,3447.0,127.0,126.5,33.149994,0.35503903,93.37 - 133.9,-7.3799973,-0.05511574,93.37,133.9,HTMX11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,112.11925,14.400749,0.12844136,4051.0,4375.0,
77,BRL,FII MAX RET CI,Fundo De Investimentos Imobiliarios - Max Ret,-1.7600021,-2.368778,2023-07-28T19:06:05.000Z,72.54,74.3,72.54 - 74.3,72.54,755.0,74.3,74.3,18.420002,0.3403548,54.12 - 91.13,-18.589996,-0.20399426,54.12,91.13,MAXR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,69.09965,3.4403534,0.049788292,918.0,451.0,
78,BRL,FII NCH BR  CI,Real Estate Investment Fund FII Nch Brazil - Real Estate Receivables Fund,0.08000183,0.09484509,2023-07-28T20:05:00.000Z,84.43,84.9,83.83 - 84.9,83.83,4200.0,84.35,84.89,8.989998,0.11916752,75.44 - 95.5,-11.07,-0.11591623,75.44,95.5,NCHB11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,86.57175,-2.1417465,-0.024739556,4073.0,5442.0,
79,BRL,FII NOVOHORICI,Fundo Invest,0.0,0.0,2023-07-28T19:38:55.000Z,10.18,10.18,10.05 - 10.18,10.05,196.0,10.18,10.18,1.0799999,0.118681304,9.1 - 12.56,-2.38,-0.18949045,9.1,12.56,NVHO11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,10.7561,-0.5760994,-0.05356025,581.0,488.0,422414016.0
80,BRL,FII D PEDRO CI,Parque Dom Pedro Shopping Center Fund,0.98999023,0.049623575,2023-07-28T19:54:39.000Z,1995.99,1997.99,1953.5 - 1997.99,1953.5,57.0,1995.0,1994.99,485.99,0.32184768,1510.0 - 2399.04,-403.05005,-0.16800472,1510.0,2399.04,PQDP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,1962.4578,33.532227,0.017086852,68.0,47.0,490041504.0
81,BRL,FII RBR DES CI,Fundo De Investimento Participacoes Rbr Desenvolvimento Multiestrategia,2224.5312,1.4099349,2020-07-02T20:07:00.000Z,160000.0,160000.0,160000.0 - 160000.0,160000.0,0.0,157775.47,0.0,0.0,0.0,160000.0 - 160000.0,0.0,0.0,160000.0,160000.0,RBRM11,,,https://brapi.dev/favicon.svg,160000.0,0.0,0.0,0.0,0.0,
82,BRL,FII RBRHGRADCI  ER,Fundo Investimento Imobiliario - FII RBR Rendimento High Grade,-0.30000305,-0.32669395,2023-07-28T20:05:00.000Z,91.53,92.05,90.8 - 92.05,90.8,28625.0,91.83,91.8,11.769997,0.14756766,79.76 - 99.18,-7.6500015,-0.0771325,79.76,99.18,RBRR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.4851,4.044899,0.04623529,43906.0,40226.0,
83,BRL,FII REC RECECI,Fundo Investimento Imobiliario Fii Ubs (Br) Recebveis Imobiliarios,0.44999695,0.5217356,2023-07-28T20:05:00.000Z,86.7,87.0,85.93 - 87.0,85.93,40972.0,86.25,86.29,10.649994,0.14003935,76.05 - 97.41,-10.710007,-0.10994771,76.05,97.41,RECR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,85.46945,1.230545,0.014397483,49925.0,40580.0,2292486656.0
84,BRL,FII REC RENDCI,Fundo De Investimento Imobiliario - FII UBS Office,-0.08000183,-0.15534335,2023-07-28T20:05:00.000Z,51.42,51.63,51.4 - 51.63,51.4,4978.0,51.5,51.5,2.8599968,0.058896143,48.56 - 64.7,-13.279999,-0.20525502,48.56,64.7,RECT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,52.68945,-1.2694511,-0.02409308,11790.0,7732.0,41363224.0
85,BRL,FII SHOPJSULCI,Fundo de Investimento Imobiliário - FII Shopping Jardim Sul,0.0,0.0,2023-07-03T19:34:28.000Z,85.9,0.0,0.0 - 0.0,0.0,0.0,85.9,0.0,85.9,,0.0 - 90.0,-4.0999985,-0.04555554,0.0,90.0,JRDM11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,81.6865,4.213501,0.05158136,740.0,1716.0,190960864.0
86,BRL,FII TORRE ALCI,Fundo De Investimento Imobiliario Torre Almirante,-16.650024,-2.1273906,2023-07-28T20:00:00.000Z,766.0,790.0,765.0 - 790.0,765.0,29.0,782.65,790.0,39.109985,0.053804543,726.89 - 1150.0,-384.0,-0.33391306,726.89,1150.0,ALMI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,854.3169,-88.316895,-0.10337721,67.0,149.0,
87,BRL,FII TORRE NOCI  ER,Fundo de Investimento Imobiliário - FII Torre Norte,0.0,0.0,2023-07-25T19:24:27.000Z,115.85,115.85,115.85 - 115.85,115.85,0.0,115.85,0.0,20.839996,0.21934529,95.01 - 149.99,-34.140007,-0.2276152,95.01,149.99,TRNT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,114.620514,1.2294846,0.010726566,511.0,290.0,
88,BRL,FII OURI FOFCI  ER,Fundo De Investimento Imobiliario - Ourinvest CYRELA - Fii,0.0,0.0,2023-07-28T19:54:40.000Z,73.46,73.77,73.01 - 73.77,73.01,1258.0,73.46,73.45,15.959999,0.2775652,57.5 - 74.15,-0.69000244,-0.009305495,57.5,74.15,OUFF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,64.39155,9.068451,0.14083295,2986.0,2998.0,133868360.0
89,BRL,FII VBI LOG CI,Fundo De Investimento Imobiliario - VBI Logistico - Cota Fund,0.44000244,0.3746296,2023-07-28T20:05:00.000Z,117.89,118.5,117.05 - 118.5,117.05,10080.0,117.45,117.45,26.39,0.28841528,91.5 - 121.39,-3.5,-0.028832689,91.5,121.39,LVBI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,102.43985,15.45015,0.15082167,21633.0,12804.0,
90,BRL,FII BARIGUI CI,Fundo De Investimento Imobiliario Barigui Rendimentos Imobiliario I Fii,-0.05000305,-0.0562464,2023-07-28T20:06:00.000Z,88.85,89.29,88.39 - 89.29,88.39,5874.0,88.9,89.0,12.849998,0.16907893,76.0 - 99.79,-10.940002,-0.10963025,76.0,99.79,BARI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,85.2181,3.631897,0.042618845,9608.0,7579.0,411747776.0
91,BRL,FII ABSOLUTOCI,Fundo de Investimento Imobiliário - FII Brasil Plural Absoluto Fundo de Fundos,0.30999756,0.431151,2023-07-28T20:00:00.000Z,72.21,72.39,71.59 - 72.39,71.59,1122.0,71.9,71.9,14.68,0.25517124,57.53 - 72.44,-0.23000336,-0.0031750877,57.53,72.44,BPFF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,64.365,7.845001,0.121883035,5559.0,3857.0,324391136.0
92,BRL,FII BTG SHOPCI,Fundo De Investimento Imobiliario BTG Pactual Shoppings,0.0,0.0,2023-07-28T18:04:34.000Z,64.04,64.58,64.04 - 64.58,64.04,4404.0,64.04,64.04,13.040001,0.25568628,51.0 - 73.6,-9.559998,-0.12989128,51.0,73.6,BPML11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,61.3587,2.681301,0.04369879,1249.0,1476.0,
93,BRL,FII BTG TAGRCI,Fundo De Investimento Imobiliario Btg Pactual Terras Agricolas,0.76999664,1.041944,2023-07-28T20:06:00.000Z,74.67,74.94,73.17 - 74.94,73.17,11245.0,73.9,73.9,1.5,0.020500205,73.17 - 96.45,-21.779999,-0.22581647,73.17,96.45,BTRA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,83.3544,-8.684402,-0.10418649,8494.0,14163.0,
94,BRL,FII CAIXA CICI,Fundo De Investimento Imobiliario Caixa Carteira Imobiliaria,0.0,0.0,2023-07-28T20:00:00.000Z,86.43,87.98,86.43 - 87.98,86.43,380.0,86.43,86.8,15.43,0.21732394,71.0 - 89.92,-3.4899979,-0.038812254,71.0,89.92,CXCI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,78.47245,7.95755,0.10140565,2011.0,729.0,177849600.0
95,BRL,FII CX TRX  CI,Fundo De Investimento Imobiliário Caixa Trx Logística Renda,-3.1900024,-1.003177,2023-07-28T19:51:19.000Z,314.8,316.99,300.0 - 316.99,300.0,67.0,317.99,300.0,49.789978,0.1878796,265.01 - 449.99,-135.19,-0.3004289,265.01,449.99,CXTL11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,360.3319,-45.53192,-0.12636106,79.0,166.0,16872334.0
96,BRL,FII C TEXTILCI,Fundo Invest Imobiliario Centro Textil Internacional - Cotas Fund,0.2300005,1.7477242,2023-07-28T20:05:00.000Z,13.39,13.73,12.08 - 13.73,12.08,597.0,13.16,12.08,3.1900005,0.31274515,10.2 - 16.0,-2.6099997,-0.16312498,10.2,16.0,CTXT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,11.9374,1.4526005,0.12168483,326.0,205.0,38868092.0
97,BRL,FII S F LIMACI,Unitas DTVM S.A.,-0.02999878,-0.021121439,2023-07-28T19:51:54.000Z,142.0,143.36,141.68 - 143.36,141.68,296.0,142.03,142.03,27.0,0.2347826,115.0 - 146.0,-4.0,-0.02739726,115.0,146.0,FLMA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,127.20475,14.79525,0.116310515,617.0,617.0,196055136.0
98,BRL,FII EUROPAR CI,Coinvalores Dtvm Ltda.,0.55000305,0.22501454,2023-07-28T19:53:55.000Z,244.98,245.0,242.63 - 245.0,242.63,203.0,244.43,244.42,43.86,0.21807876,201.12 - 257.75,-12.770004,-0.04954415,201.12,257.75,EURO11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,233.1698,11.810196,0.050650623,195.0,156.0,94056640.0
